date,sc_0,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,sc_8,sc_9,sc_10,sc_11,sc_12,sc_13,sc_14,sc_15,sc_16,sc_17,sc_18,sc_19,sc_20,sc_21,sc_22,sc_23,sc_24,sc_25,sc_26,sc_27,sc_28,sc_29,sc_30,sc_31,sc_32,sc_33,sc_34,sc_35,sc_36,sc_37,sc_38,sc_39,sc_40,sc_41,sc_42,sc_43,sc_44,sc_45,sc_46,sc_47,sc_48,sc_49,sc_50,mean,obs
2011_1,288.74,365.0,217.78,289.85,346.17,277.62,394.88,359.17,248.48,380.44,317.22,505.36,330.98,248.32,294.63,267.16,177.12,274.56,227.84,256.75,241.55,293.4,233.51,367.74,263.65,,,,,,,,,,,,,,,,,,,,,,,,,,,298.66999999999996,379.99
2011_2,433.08,779.65,481.01,490.6,363.45,513.45,503.34,530.54,527.14,367.04,455.19,597.47,440.59,548.18,251.67,368.25,277.67,456.01,716.99,473.23,552.67,446.25,627.3399999999999,486.63,457.3,,,,,,,,,,,,,,,,,,,,,,,,,,,485.76,791.76
2011_3,521.77,635.36,850.64,632.7,589.59,696.04,747.94,659.97,369.82,517.75,420.17,616.31,927.22,581.71,404.57,635.66,624.92,432.46,883.46,729.55,627.4300000000001,660.56,426.69,797.54,765.69,,,,,,,,,,,,,,,,,,,,,,,,,,,630.22,1316.67
2011_4,697.98,701.44,1243.63,964.09,561.75,886.41,586.23,986.09,624.58,711.54,697.98,958.68,643.93,525.03,571.8,521.04,665.86,704.53,623.87,733.88,683.67,628.81,738.59,657.1,693.14,,,,,,,,,,,,,,,,,,,,,,,,,,,720.46,1558.49
2011_5,942.88,687.25,925.94,764.04,550.76,706.85,719.96,528.52,758.39,1080.53,651.08,652.3,1061.73,384.99,661.07,610.43,629.95,607.54,468.0,885.79,823.54,698.49,820.32,935.75,884.9899999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,737.6,1536.43
2011_6,478.72,452.98,560.58,598.53,787.84,796.98,625.41,687.82,874.53,806.86,1075.93,884.27,840.82,672.73,629.42,757.14,821.12,769.64,1163.82,777.87,828.93,631.03,653.51,649.06,662.37,,,,,,,,,,,,,,,,,,,,,,,,,,,739.5999999999999,1455.6
2011_7,532.93,378.36,739.12,563.7,472.41,341.78,609.57,554.03,662.69,485.01,379.6,632.06,432.94,568.75,369.18,379.42,449.11,636.24,500.82,539.97,524.13,807.92,318.98,448.28,655.37,,,,,,,,,,,,,,,,,,,,,,,,,,,519.27,1099.3899999999999
2011_8,592.78,510.05,529.75,444.26,446.33,449.87,453.14,468.62,448.55,392.16,377.32,465.03,630.71,477.45,307.27,513.3,435.01,580.7,287.45,496.78,337.79,583.03,285.62,501.18,449.21,,,,,,,,,,,,,,,,,,,,,,,,,,,458.55999999999995,544.89
2011_9,506.62,360.48,386.83,390.9,380.98,326.29,277.02,219.47,483.3,476.5,302.42,530.5,183.24,290.17,425.85,479.76,449.33,251.14,241.45,544.46,296.45,290.03,507.45,423.99,261.62,,,,,,,,,,,,,,,,,,,,,,,,,,,371.40999999999997,282.14
2011_10,187.37,169.19,285.75,215.46,282.4,265.79,175.53,224.19,190.53,234.99,167.36,306.16,261.47,192.94,359.5,309.63,192.38,161.81,266.79,262.42,268.21,173.67,227.03,251.15,173.15,,,,,,,,,,,,,,,,,,,,,,,,,,,232.23999999999998,142.83000000000004
2011_11,237.05,332.5,248.91,249.7,372.88,289.36,282.06,364.79,404.94,381.46,386.49,396.6,348.48,218.49,411.99,318.23,211.29,309.06,255.78,365.01,418.4,205.26,258.72,387.94,322.45,,,,,,,,,,,,,,,,,,,,,,,,,,,319.09999999999997,159.91
2011_12,260.95,286.33,312.16,268.36,253.58,387.6,253.15,296.53,325.56,301.42,201.36,230.0,221.27,336.55,314.47,225.31,353.03,265.85,304.58,329.24,275.91,262.13,346.75,303.82,354.8,,,,,,,,,,,,,,,,,,,,,,,,,,,290.74,221.65
2012_1,262.04,297.91,374.8,308.69,397.97,338.04,348.48,291.68,274.87,329.21,384.27,266.53999999999996,368.1,535.78,336.04,385.5,381.6,345.06,217.13,317.17,261.32,291.02,501.1,291.72,422.34,,,,,,,,,,,,,,,,,,,,,,,,,,,341.11,252.13
2012_2,578.33,422.54,408.58,498.23,319.61,398.84,376.12,497.54,335.64,346.42,540.1,279.67,392.8,338.81,487.33,405.09,502.7,315.16,479.88,326.83,310.0,458.49,513.82,395.23,478.26,,,,,,,,,,,,,,,,,,,,,,,,,,,416.2600000000001,326.8
2012_3,702.67,591.04,626.85,393.65,540.65,635.24,924.79,720.31,496.45,475.66,612.28,601.62,538.17,573.54,718.6,655.46,776.79,733.03,597.98,693.3399999999999,588.92,391.69,825.1800000000001,876.61,386.47,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0999999999999,651.1399999999999
2012_4,560.07,614.37,691.69,861.27,641.26,924.39,813.8499999999999,894.45,797.44,521.57,753.28,293.19,903.21,366.92,982.29,643.95,559.52,897.62,613.61,876.08,496.9,789.99,763.93,902.73,611.11,,,,,,,,,,,,,,,,,,,,,,,,,,,710.9499999999999,920.4999999999999
2012_5,832.25,528.19,455.72,485.88,598.26,684.14,848.97,958.16,585.95,718.12,499.43,782.75,325.84,656.82,712.14,551.45,600.16,634.07,619.38,814.67,780.24,1130.33,590.44,426.89,749.78,,,,,,,,,,,,,,,,,,,,,,,,,,,662.81,969.6399999999999
2012_6,342.21999999999997,485.41,658.86,685.9,753.33,788.69,548.12,886.56,845.98,931.84,773.62,622.24,765.58,610.6400000000001,971.94,882.56,794.45,650.59,569.59,541.01,875.61,540.52,466.56,706.27,712.51,,,,,,,,,,,,,,,,,,,,,,,,,,,696.4100000000001,973.9899999999998
2012_7,915.99,461.11,617.45,780.55,762.52,672.27,665.26,493.46,868.12,731.6,416.61,269.27,1058.42,399.06,655.26,406.06,443.98,543.37,599.47,905.14,554.03,763.61,698.27,631.41,918.91,,,,,,,,,,,,,,,,,,,,,,,,,,,649.26,938.9799999999999
2012_8,519.8699999999999,424.1,869.54,630.35,565.94,542.76,635.83,504.09,264.34,340.15,565.75,618.09,453.08,531.43,335.77,412.41,486.08,551.74,299.08,711.91,364.52,652.99,830.82,469.05,656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,529.4599999999999,657.46
2012_9,247.55,416.97,140.94,193.12,221.45,442.07,317.06,331.76,270.05,226.66,375.19,468.92,253.89,381.16,318.29,307.17,226.9,442.34,481.8,280.17,296.47,333.1,472.27,248.37,344.84,,,,,,,,,,,,,,,,,,,,,,,,,,,321.55,348.31000000000006
2012_10,188.75,143.65,243.16,274.34,182.76,228.67,297.81,202.35,209.91,259.22,351.04,128.71,147.15,393.4,362.52,263.4,275.28,201.19,187.04,169.5,154.3,216.0,309.54,270.15,349.37,,,,,,,,,,,,,,,,,,,,,,,,,,,240.37,223.3
2012_11,306.52,217.77,376.34,314.44,222.09,180.72,367.01,341.56,252.17,251.91000000000003,339.73,291.48,405.63,228.66,266.0,225.13,360.94,213.2,206.11,254.07000000000002,171.01,317.82,285.1,364.31,362.26,,,,,,,,,,,,,,,,,,,,,,,,,,,284.86,218.56000000000003
2012_12,456.06,445.31,341.87,208.85,357.0,338.51,362.94,324.74,366.24,263.81,201.25,274.87,378.86,280.81,330.11,196.7,295.77,385.68,311.09,257.2,233.66000000000003,265.5,299.26,258.06,258.22,,,,,,,,,,,,,,,,,,,,,,,,,,,307.71999999999997,240.46
2013_1,260.0,390.22,371.92,255.39,295.06,313.88,285.47,387.59,372.87,449.79,368.76000000000005,257.79,315.52,415.36,258.86,365.93,326.45,427.84,411.69999999999993,343.26,319.3,342.03,432.39,353.07000000000005,248.53,,,,,,,,,,,,,,,,,,,,,,,,,,,342.7600000000001,291.69
2013_2,433.98,484.93,579.92,436.40000000000003,417.74,484.37,660.72,595.01,459.98,472.9,535.3,335.57,483.63,446.87,573.96,489.2,623.53,460.24,485.03,439.11,687.02,709.58,466.11,619.19,575.01,,,,,,,,,,,,,,,,,,,,,,,,,,,518.25,383.04999999999995
2013_3,530.53,897.46,823.26,424.94,669.79,375.21,880.86,493.89,816.1200000000001,782.1100000000001,687.39,665.28,483.59,470.11,558.39,467.42,510.05,386.3399999999999,340.94,704.99,863.85,827.27,556.1,530.74,560.14,,,,,,,,,,,,,,,,,,,,,,,,,,,612.3,793.1999999999999
2013_4,583.42,548.51,834.79,649.51,781.44,607.93,625.0,619.47,872.99,844.88,526.14,779.2899999999998,569.79,1056.64,681.19,668.43,728.52,759.6,654.61,1002.29,940.98,551.33,823.84,629.93,694.33,,,,,,,,,,,,,,,,,,,,,,,,,,,721.3800000000001,862.04
2013_5,571.41,848.8,467.27,948.23,709.04,1087.52,1177.35,680.68,1002.05,888.5,962.54,748.1,1120.36,671.66,799.76,862.26,545.45,784.47,557.3999999999999,1051.9,842.68,663.0,720.3,864.1999999999999,1034.98,,,,,,,,,,,,,,,,,,,,,,,,,,,824.3699999999999,926.3599999999999
2013_6,938.93,981.25,889.03,943.21,660.87,775.93,544.87,440.79,956.69,1050.92,888.55,718.76,679.95,675.67,583.04,745.04,1228.71,674.38,728.31,981.98,654.91,832.71,875.55,596.64,677.47,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0400000000001,854.8399999999999
2013_7,675.49,726.63,829.57,775.68,761.27,587.26,857.63,790.83,613.49,523.44,791.54,598.53,724.72,644.97,565.54,508.54,1015.73,571.53,622.36,503.94,679.58,696.38,1230.23,383.63,566.48,,,,,,,,,,,,,,,,,,,,,,,,,,,689.7700000000001,783.4399999999998
2013_8,442.32,426.48,503.12,788.91,530.05,402.23,230.99,509.56,468.97,451.82,605.5200000000001,290.95,392.47,499.63,379.3,588.26,416.51,568.27,455.5,359.46,465.8,422.35,303.98,312.01,462.81,,,,,,,,,,,,,,,,,,,,,,,,,,,451.18,351.91999999999996
2013_9,202.0,268.96,210.45,272.44,245.81,374.44999999999993,246.83,228.99,151.16,243.96,292.15,254.16,183.0,213.38,362.04,245.41,264.49,295.59,267.08,268.47,210.64,176.73,262.18,264.97,302.84,,,,,,,,,,,,,,,,,,,,,,,,,,,252.34,246.42999999999998
2013_10,166.33,334.08,167.6,281.66,408.17,216.17,320.84,431.39,297.58,261.39,342.72,166.99,198.34,280.37999999999994,235.54,254.57000000000002,389.63,305.93,456.62,187.13,255.64,182.63,208.67,401.14,235.94,,,,,,,,,,,,,,,,,,,,,,,,,,,279.44,135.49
2013_11,351.31,368.08,290.7,186.85,228.52,186.6,239.33,245.91999999999996,282.53,180.76,282.04,322.90999999999997,234.63,225.42,223.72,216.96,135.91,163.5,281.38,208.63,263.39,450.92,209.8,251.18,245.42999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,251.07,146.0
2013_12,240.21,392.28,444.58,291.66,280.06,275.62,486.36,186.42,480.5,310.31,251.24,323.83,212.69,400.96,224.74,258.51,332.21,240.3,349.15999999999997,198.28,257.49,285.45,266.91,317.74,337.39,,,,,,,,,,,,,,,,,,,,,,,,,,,305.81000000000006,151.46
2014_1,356.33,415.86,293.29,382.0,330.58,299.04,373.76,283.59,324.87,368.79,306.19,264.89,367.37,342.56,402.4,333.76,541.86,239.38,484.4,339.7,297.63,564.33,323.4800000000001,444.04,468.4,,,,,,,,,,,,,,,,,,,,,,,,,,,365.95000000000005,165.45000000000002
2014_2,355.93,462.24,496.36,532.98,582.27,543.45,609.43,384.19,467.97,727.06,505.33000000000004,300.31,480.48,412.69,305.18,438.59,325.73,343.71,445.61,454.63,620.38,333.69,322.41,412.82000000000005,515.27,,,,,,,,,,,,,,,,,,,,,,,,,,,455.15,241.72
2014_3,449.84,565.74,435.25,543.42,757.02,645.24,470.03,775.88,465.81,574.92,785.42,343.44,1143.01,344.94,554.77,736.33,450.44,1040.87,945.81,535.89,877.7,914.99,588.62,509.42,877.11,,,,,,,,,,,,,,,,,,,,,,,,,,,653.32,316.88
2014_4,516.7,475.42,804.0,586.38,712.45,1117.39,421.2,600.24,634.3,646.33,801.99,905.52,563.64,779.11,827.47,615.27,766.05,537.24,727.44,650.92,1093.66,421.27,572.39,592.71,799.22,,,,,,,,,,,,,,,,,,,,,,,,,,,686.72,546.0
2014_5,823.11,695.52,1131.4299999999998,597.41,1062.88,808.44,339.82,790.37,506.62,694.12,559.02,1018.07,662.26,711.73,788.33,532.02,776.11,482.36,595.97,656.83,589.26,458.88,582.24,570.86,1133.05,,,,,,,,,,,,,,,,,,,,,,,,,,,702.63,617.1999999999999
2014_6,810.94,637.12,480.92,1062.83,472.85,697.61,694.87,602.92,965.29,450.42,846.96,818.75,816.3100000000001,898.1599999999999,633.43,907.52,550.1200000000001,532.47,1002.62,965.17,920.63,702.68,628.12,795.27,1005.86,,,,,,,,,,,,,,,,,,,,,,,,,,,756.05,704.56
2014_7,618.57,426.33,856.37,1084.58,442.31,414.29,552.8,612.25,570.67,740.93,842.97,326.54,473.75,490.25,470.42,900.27,669.29,676.89,744.03,783.7000000000002,614.05,617.98,705.07,541.56,678.59,,,,,,,,,,,,,,,,,,,,,,,,,,,634.18,641.99
2014_8,516.04,682.09,283.68,423.85,451.91,539.46,554.32,530.96,503.48,448.23,443.59,511.3,390.04,555.56,605.76,710.22,412.27,554.8,769.75,510.48,525.96,540.89,698.75,589.05,555.23,,,,,,,,,,,,,,,,,,,,,,,,,,,532.25,554.49
2014_9,280.82,230.31,174.86,275.22,329.95000000000005,243.01999999999998,234.55,376.3,141.42,367.3,304.03,425.24999999999994,341.87,208.84,216.86,259.55,308.25,346.4,391.31,292.74,300.27,266.36,412.7,302.58,384.61,,,,,,,,,,,,,,,,,,,,,,,,,,,296.60999999999996,302.24
2014_10,171.1,251.67,209.11,326.76,180.58,214.66,224.76,240.42,172.9,219.56,246.48999999999998,123.45,211.72,379.13,274.99,289.71,134.03,247.8,180.35,169.88,216.71,224.25,208.79,186.45,266.44,,,,,,,,,,,,,,,,,,,,,,,,,,,222.87000000000003,196.08
2014_11,247.05,155.95,262.49,279.94,185.37,195.91,194.47,258.2,331.05,260.11,414.32,268.68,337.95,163.89,227.38,227.45,218.0,209.23,260.31,234.07,282.51,291.49,257.0799999999999,233.41,161.53,,,,,,,,,,,,,,,,,,,,,,,,,,,246.28,98.85000000000001
2014_12,228.66000000000003,214.14,238.26,275.68,358.9,380.03,289.92,263.52,349.07,354.36,261.65,231.76,414.87,361.07,401.54,179.71,315.02,312.57,330.07,206.47,295.45,422.4,242.8,143.7,290.23,,,,,,,,,,,,,,,,,,,,,,,,,,,294.53,146.68000000000006
2015_1,508.32,412.62,310.88,285.99,467.77,353.55,420.18,285.69,364.99,367.57,394.69,453.86,431.5,339.01,394.27,262.22,411.81,536.82,268.54,324.4,360.86,271.02,429.04,296.57,326.25,,,,,,,,,,,,,,,,,,,,,,,,,,,371.16,160.34000000000003
2015_2,546.38,278.39,450.71,346.93,506.98,437.23,334.63,527.66,584.49,564.72,472.97,372.95,510.85,429.22,796.65,638.24,529.12,707.01,475.03,493.72,485.47,399.34,433.61,344.92,321.78,,,,,,,,,,,,,,,,,,,,,,,,,,,479.53,243.13000000000005
2015_3,376.66,455.86,576.59,473.38,456.48,606.77,532.2,631.68,853.01,637.05,465.01,435.68000000000006,831.3,488.17,554.61,863.93,541.83,537.57,371.2,402.55,619.22,553.72,504.07,655.3,507.72,,,,,,,,,,,,,,,,,,,,,,,,,,,557.28,391.1700000000001
2015_4,934.22,507.64,993.9,894.23,819.42,859.53,922.13,1239.8599999999997,838.69,939.53,1069.48,875.63,714.8,685.41,529.71,463.44,678.62,665.32,874.49,1166.48,1219.29,701.91,725.79,738.57,1051.13,,,,,,,,,,,,,,,,,,,,,,,,,,,844.3299999999999,472.0400000000001
2015_5,1009.97,607.8,506.59,648.49,907.98,615.81,801.2200000000001,737.14,1202.74,729.54,1094.52,1015.09,596.08,604.63,1142.9,718.13,639.32,826.3,719.56,650.89,1079.34,866.44,873.88,1036.57,672.18,,,,,,,,,,,,,,,,,,,,,,,,,,,812.15,430.44
2015_6,988.7,879.88,864.02,979.41,605.76,500.52,894.93,837.56,1014.53,875.78,538.15,976.1100000000001,670.31,988.98,809.41,686.72,641.78,564.2,822.0,631.03,1076.5,923.64,759.86,758.2100000000002,1151.08,,,,,,,,,,,,,,,,,,,,,,,,,,,817.61,461.32000000000005
2015_7,549.98,432.11,629.68,499.9,451.42,811.04,569.61,686.99,887.59,408.61,341.14,980.62,672.84,663.23,343.6,918.42,608.14,579.77,849.94,563.84,613.38,370.42,623.97,595.89,441.22,,,,,,,,,,,,,,,,,,,,,,,,,,,603.7299999999999,483.28000000000003
2015_8,630.37,461.55,388.99,381.51,775.63,511.06,729.71,736.58,528.92,478.26,410.7,562.62,290.08,430.49,474.54,589.4199999999998,602.84,438.2,269.31,521.86,354.89,547.92,384.3,389.17,597.92,,,,,,,,,,,,,,,,,,,,,,,,,,,499.4899999999999,343.04
2015_9,453.3,451.03,331.87,355.94,515.25,409.74,347.2,353.75,334.14,348.72,416.39,352.71,573.67,290.05,327.04,476.69,412.23,334.87,504.31,268.4,326.87,351.36,397.56,260.59,322.31,,,,,,,,,,,,,,,,,,,,,,,,,,,380.57000000000005,238.46999999999997
2015_10,266.03,329.53,238.4,212.62,202.33,244.47,330.68,346.48,374.77,289.86,244.57,261.7,354.05,180.51,398.11,290.93,277.45,440.94,413.82,391.66,241.26,334.04,295.35,336.16,235.6,,,,,,,,,,,,,,,,,,,,,,,,,,,301.24000000000007,256.90999999999997
2015_11,417.04,315.71,461.8500000000001,393.37,269.6,311.68,488.87,194.21,325.64,298.56,407.23,315.22,323.19,349.7,209.9,287.89,407.5,413.27,385.64,314.15,298.43000000000006,370.48,548.02,446.9,359.38,,,,,,,,,,,,,,,,,,,,,,,,,,,356.57000000000005,226.75
2015_12,402.05,174.96,424.92,445.04,259.02,402.76,204.32,292.71,277.14,300.59,323.31999999999994,381.12,219.46,415.4,358.85,514.46,275.07,329.81,294.45,444.97,378.08000000000004,360.89,257.19,408.23,407.39,,,,,,,,,,,,,,,,,,,,,,,,,,,342.12,208.06
2016_1,376.19,244.83,349.65,360.08,384.5,461.15,343.54,499.63,403.36,363.11,384.17,399.46,314.62,390.38,308.67,547.23,342.4,233.51,486.85,425.12,294.69,445.93,431.01,220.63,435.73,,,,,,,,,,,,,,,,,,,,,,,,,,,377.85999999999996,254.5
2016_2,230.95,408.24,373.38,390.38,575.37,492.69,436.08,491.64,572.39,388.74,484.41,307.2,436.42,287.87,409.86,322.26,419.03,471.32,349.66999999999996,534.07,384.77,461.87,482.93,341.41,423.18,,,,,,,,,,,,,,,,,,,,,,,,,,,419.03,298.89
2016_3,651.78,593.99,745.0,748.61,496.25,434.94,701.69,555.3,600.68,691.36,576.02,719.75,652.44,705.1,851.08,845.66,563.87,918.0,816.59,562.7,671.31,769.94,495.54,935.7,399.59,,,,,,,,,,,,,,,,,,,,,,,,,,,668.17,663.0999999999999
2016_4,681.55,973.91,883.0,629.19,719.02,738.24,737.92,750.93,569.19,854.51,814.08,491.09,1088.21,902.1099999999999,972.27,1614.12,485.25,757.57,834.79,618.72,609.27,439.84,1026.3200000000002,793.14,674.05,,,,,,,,,,,,,,,,,,,,,,,,,,,786.3700000000001,742.9299999999998
2016_5,913.4,982.84,594.35,1337.05,695.6800000000001,818.81,912.55,908.4899999999999,903.95,924.76,911.54,756.27,906.84,1317.08,642.35,602.04,438.36,769.28,796.11,645.22,995.22,766.64,707.77,1003.39,911.32,,,,,,,,,,,,,,,,,,,,,,,,,,,846.47,721.1899999999998
2016_6,870.18,1096.64,950.76,943.67,760.42,646.04,929.39,724.53,582.22,818.36,598.68,409.74,756.8,966.79,1011.87,685.41,470.74,604.65,760.92,1095.36,1111.07,652.47,680.19,880.37,449.04,,,,,,,,,,,,,,,,,,,,,,,,,,,778.2799999999999,733.4099999999999
2016_7,1165.49,828.11,918.03,803.6,857.22,948.83,585.79,688.39,677.11,514.81,523.34,517.11,993.7,716.89,787.53,585.71,523.53,615.01,805.85,551.63,1166.67,910.47,761.99,588.3,941.94,,,,,,,,,,,,,,,,,,,,,,,,,,,759.1,700.5899999999999
2016_8,408.96,435.99,272.81,453.36,615.12,450.19,439.51,693.96,459.21,313.9,460.4,365.84,597.28,478.47,346.6,470.49,235.41,665.26,575.23,575.9,561.43,478.7,168.3,393.49,520.06,,,,,,,,,,,,,,,,,,,,,,,,,,,457.49,341.33000000000004
2016_9,205.62000000000003,184.26,321.56,216.22,340.2,246.92,308.69000000000005,298.51,211.8,356.78,196.72,206.47,384.51,254.96,248.22,462.05,277.54999999999995,261.21,289.08000000000004,466.93,367.56,399.48,226.55,341.77,437.93,,,,,,,,,,,,,,,,,,,,,,,,,,,300.42,246.66
2016_10,362.62,348.2,369.21,339.15,202.98,195.79,228.1,177.37,249.43,225.77,208.62,256.11,145.42,272.53,247.24,368.67,272.54,257.31,270.43,152.66,182.78,242.73,278.1,270.82,254.01,,,,,,,,,,,,,,,,,,,,,,,,,,,255.2,192.56
2016_11,203.0,230.23,110.82,203.71,197.58,361.6,150.51,245.51,256.51,219.17,200.76,185.04,232.96,222.83000000000004,312.94,334.02,229.20000000000002,207.28,202.82,110.42,244.61,193.07,463.04,212.48,141.56,,,,,,,,,,,,,,,,,,,,,,,,,,,226.92000000000002,130.56
2016_12,231.95,312.61,314.52,349.81,194.45,337.87,242.46,172.91,354.5,245.11,340.7,324.99,285.72,370.89,520.48,204.33,270.34,271.26,314.33,301.01,348.04,249.51,302.47,366.68,367.17,,,,,,,,,,,,,,,,,,,,,,,,,,,303.75,183.08
2017_1,296.94,426.86,293.62,274.43,242.26,343.22,300.89,300.85,375.66,303.16,399.98,337.28,455.28,319.02,321.49,336.31,404.69,265.21,220.60000000000002,321.93,474.13,224.66,247.5,273.63,346.39,345.39,185.31000000000003,350.36,360.82,383.09,399.73,575.93,265.08,223.1,246.58,406.52,244.21,362.41,314.81,309.77,331.37,343.07000000000005,292.9,388.63,229.68,474.11,272.18,361.09,384.57,351.45,441.91,332.33000000000004,150.39
2017_2,364.48,384.24,373.56,398.78,326.44,271.74,485.74,347.74,352.6,621.63,402.01,267.33,466.96,368.76,294.73,733.38,519.07,382.83000000000004,338.57,641.72,382.32,455.37,525.49,300.6,283.41,394.38,283.26,443.13,384.27,397.98,423.72,623.53,414.88,444.59,389.38,617.43,415.66,420.89,364.71,419.04,476.77,332.37,424.94,507.47,325.5,642.84,388.74,383.78,429.44000000000005,674.71,397.03,425.74,214.38
